Code,"Scientific Name","Common Name","Last Update","# of Sequences","NCBI TaxonId",D.
STAHJ,"Staphylococcus haemolyticus  (strain JCSC1435)",,2014-Mar-24,2636,279808,B
STAA4,"Staphylococcus aureus  (strain 04-02981)",,2015-Mar-17,2639,703339,B
STAAS,"Staphylococcus aureus  (strain MSSA476)",,2014-Mar-24,2642,282459,B
BRAHW,"Brachyspira hyodysenteriae  (strain ATCC 49526 / WA1)",,2009-Dec-15,2642,565034,B
STAA5,"Staphylococcus aureus  (strain MRSA ST398 / isolate S0385)",,2015-Jun-16,2646,523796,B
FLAIG,"Flavobacterium indicum  (strain DSM 17447 / CIP 109464 / GPTSA100-9)",,2014-Nov-05,2648,1094466,B
CALBD,"Caldicellulosiruptor bescii  (strain ATCC BAA-1888 / DSM 6725 / Z-1320)",,2014-Jun-18,2648,521460,B
SULIA,"Sulfolobus islandicus  (strain M.16.27)",,2009-Jul-23,2650,427318,A
DEIPM,"Deinococcus proteolyticus  (strain ATCC 35074 / DSM 20540 / JCM 6276 / NBRC 101906 / NCIMB 13154 / VKM Ac-1939 / CCM 2703 / MRP)",,2012-Nov-13,2650,693977,B
STAAK,"Staphylococcus aureus  (strain JKD6008)",,2012-Jan-19,2652,546342,B
METPE,"Methanosphaerula palustris  (strain ATCC BAA-1556 / DSM 19958 / E1-9c)",,2009-Jun-21,2655,521011,A
STAAW,"Staphylococcus aureus  (strain MW2)",,2014-Mar-24,2658,196620,B
SYNE7,"Synechococcus elongatus  (strain PCC 7942 / FACHB-805)",,2019-Jan-06,2661,1140,B
ETHHY,"Ethanoligenens harbinense  (strain DSM 18485 / JCM 12961 / CGMCC 1.5033 / YUAN-3)",,2012-Nov-15,2663,663278,B
STAAC,"Staphylococcus aureus  (strain COL)",,2014-Mar-24,2675,93062,B
STAA1,"Staphylococcus aureus  (strain Mu3 / ATCC 700698)",,2007-Dec-09,2677,418127,B
EEGSY,"Eggerthella sp.  (strain YY7918)",,2019-Jan-06,2680,502558,B
STAAT,"Staphylococcus aureus  (strain USA300 / TCH1516)",,2008-Apr-09,2682,451516,B
STAAD,"Staphylococcus aureus  (strain ED98)",,2010-Feb-24,2682,681288,B
PELPB,"Pelodictyon phaeoclathratiforme  (strain DSM 5477 / BU-1)",,2009-Jan-19,2685,324925,B
PARBH,"Parvularcula bermudensis  (strain ATCC BAA-594 / HTCC2503 / KCTC 12087)",,2012-Nov-15,2687,314260,B
METFJ,"Methylophaga frappieri  (strain ATCC BAA-2434 / DSM 25690 / JAM7)",,2014-Nov-05,2689,754477,B
STAAH,"Staphylococcus aureus  (strain TCH60)",,2011-Apr-10,2690,548473,B
MYCLE,"Mycobacterium leprae  (strain TN)",,2010-Mar-21,2691,272631,B
MYCLB,"Mycobacterium leprae  (strain Br4923)",,2009-May-15,2691,561304,B
CROAH,"Croceibacter atlanticus  (strain ATCC BAA-628 / HTCC2559 / KCTC 12090)",,2012-Feb-09,2701,216432,B
STAA9,"Staphylococcus aureus  (strain JH9)",,2008-Apr-09,2702,359786,B
LACP3,"Lactobacillus paracasei  (strain ATCC 334 / BCRC 17002 / CIP 107868 / KCTC 3260 / NRRL B-441)",,2007-Mar-07,2706,321967,B
CHLT3,"Chloroherpeton thalassium  (strain ATCC 35110 / GB-78)",,2008-Oct-12,2708,517418,B
METS6,"Methylovorus sp.  (strain MP688)",,2013-Aug-19,2709,887061,B
STAAM,"Staphylococcus aureus  (strain Mu50 / ATCC 700699)",,2010-Mar-21,2715,158878,B
SULIH,"Sulfolobus islandicus  (strain HVE10/4)",,2012-Jan-02,2716,930943,A
SOVGS,"Solemya velum gill symbiont",,2020-Jan-23,2716,2340,B
LISSS,"Listeria seeligeri  serovar 1/2b (strain ATCC 35967 / DSM 20751 / CCM 3970 / CIP 100100 / NCTC 11856 / SLCC 3954 / 1120)",,2013-May-28,2722,683837,B
CLOPE,"Clostridium perfringens  (strain 13 / Type A)",,2009-Sep-16,2722,195102,B
STAAR,"Staphylococcus aureus  (strain MRSA252)",,2014-Mar-24,2723,282458,B
SULIL,"Sulfolobus islandicus  (strain L.S.2.15 / Lassen #1)",,2009-Jul-23,2724,429572,A
NITMU,"Nitrosospira multiformis  (strain ATCC 25196 / NCIMB 11849 / C 71)",,2014-Mar-24,2729,323848,B
SULIK,"Sulfolobus islandicus  (strain M.16.4 / Kamchatka #3)",,2009-Nov-22,2729,426118,A
HALS3,"Halobacterium salinarum  (strain ATCC 29341 / DSM 671 / R1)",,2008-May-07,2742,478009,A
ACIF5,"Acidithiobacillus ferrooxidans  (strain ATCC 53993)",,2009-Jan-19,2745,380394,B
SYNJA,"Synechococcus sp.  (strain JA-3-3Ab)",,2014-Mar-24,2747,321327,B
SLAHD,"Slackia heliotrinireducens  (strain ATCC 29202 / DSM 20476 / NCTC 11029 / RHS 1)",,2009-Dec-15,2750,471855,B
BRAM5,"Brachyspira murdochii  (strain ATCC 51284 / DSM 12563 / 56-150)",,2014-Nov-05,2750,526224,B
ALCBS,"Alcanivorax borkumensis  (strain ATCC 700651 / DSM 11573 / NCIMB 13689 / SK2)",,2006-Oct-03,2752,393595,B
TREDE,"Treponema denticola  (strain ATCC 35405 / CIP 103919 / DSM 14222)",,2010-Mar-21,2753,243275,B
TRECH,"Treponema caldarium  (strain ATCC 51460 / DSM 7334 / H1)",,2014-Mar-24,2753,744872,B
STAA2,"Staphylococcus aureus  (strain JH1)",,2008-Apr-09,2755,359787,B
TEPAE,"Tepidanaerobacter acetatoxydans  (strain DSM 21804 / JCM 16047 / Re1)",,2014-Jan-25,2761,1209989,B
EUBE2,"Eubacterium eligens  (strain ATCC 27750 / VPI C15-48)",,2009-Nov-22,2761,515620,B
PRER2,"Prevotella ruminicola  (strain ATCC 19189 / JCM 8958 / 23)",,2014-Mar-02,2761,264731,B
SPIAZ,"Spirochaeta africana  (strain ATCC 700263 / DSM 8902 / Z-7692)",,2012-Nov-29,2766,889378,B
EXIAB,"Exiguobacterium antarcticum  (strain B7)",,2015-Mar-17,2768,1087448,B
ANAHA,"Anaerostipes hadrus",,2019-Dec-12,2771,649756,B
VAVCU,"Vavraia culicis  (isolate floridensis)","Microsporidian parasite",2018-Mar-05,2773,948595,E
XYLFA,"Xylella fastidiosa  (strain 9a5c)",,2010-Mar-21,2775,160492,B
LISW6,"Listeria welshimeri  serovar 6b (strain ATCC 35897 / DSM 20650 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8)",,2007-Mar-29,2775,386043,B
THESW,"Thermoanaerobacterium saccharolyticum  (strain DSM 8691 / JW/SL-YS485)",,2012-Dec-17,2777,1094508,B
PARAV,"Parachlamydia acanthamoebae  (strain UV7)",,2013-Aug-19,2779,765952,B
METP4,"Methanolacinia petrolearia  (strain DSM 11571 / OCM 486 / SEBR 4847)",,2011-May-30,2779,679926,A
METSG,"Methanothrix soehngenii  (strain ATCC 5969 / DSM 3671 / JCM 10134 / NBRC 103675 / OCM 69 / GP-6)",,2012-Aug-19,2782,990316,A
LISMC,"Listeria monocytogenes  serotype 4b (strain CLIP80459)",,2009-Jun-25,2789,568819,B
SULKY,"Sulfuricurvum kujiense  (strain ATCC BAA-921 / DSM 16994 / JCM 11577 / YK-1)",,2015-Mar-27,2794,709032,B
PYROT,"Pyrobaculum oguniense  (strain DSM 13380 / JCM 10595 / TE7)",,2012-Aug-19,2797,698757,A
SULTO,"Sulfurisphaera tokodaii  (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7)",,2014-Mar-24,2805,273063,A
LISIP,"Listeria ivanovii  (strain ATCC BAA-678 / PAM 55)",,2015-Mar-28,2805,881621,B
CHTCT,"Chthonomonas calidirosea  (strain DSM 23976 / ICMP 18418 / T49)",,2019-Jan-06,2811,1303518,B
SALRD,"Salinibacter ruber  (strain DSM 13855 / M31)",,2014-Mar-24,2812,309807,B
LISM4,"Listeria monocytogenes  serotype 1/2a (strain 10403S)",,2015-Jun-16,2814,393133,B
METFS,"Methanoregula formicica  (strain DSM 22288 / NBRC 105244 / SMSP)",,2014-Oct-26,2815,593750,A
ENTFU,"Enterococcus faecium  (strain Aus0004)",,2014-Mar-02,2817,1155766,B
ANOFW,"Anoxybacillus flavithermus  (strain DSM 21510 / WK1)",,2011-May-30,2817,491915,B
STAA0,"Staphylococcus aureus  (strain TW20 / 0582)",,2010-Sep-29,2819,663951,B
LISMF,"Listeria monocytogenes  serotype 4b (strain F2365)",,2014-Mar-24,2819,265669,B
HALWD,"Haloquadratum walsbyi  (strain DSM 16790 / HBSQ001)",,2006-Sep-25,2819,362976,A
BRUO2,"Brucella ovis  (strain ATCC 25840 / 63/290 / NCTC 10512)",,2007-Sep-16,2819,444178,B
LACCZ,"Lactobacillus casei  (strain Zhang)",,2014-Nov-05,2821,498216,B
DEIGD,"Deinococcus geothermalis  (strain DSM 11300 / AG-3a)",,2006-Aug-16,2821,319795,B
THISK,"Thioalkalivibrio sp.  (strain K90mix)",,2015-Nov-26,2823,396595,B
THEPS,"Thermacetogenium phaeum  (strain ATCC BAA-254 / DSM 12270 / PB)",,2018-Jul-11,2824,1089553,B
NATPD,"Natronomonas pharaonis  (strain ATCC 35678 / DSM 2160 / CIP 103997 / NBRC 14720 / NCIMB 2260 / Gabara)",,2014-Mar-24,2824,348780,A
THIDA,"Thiobacillus denitrificans  (strain ATCC 25259)",,2014-Mar-24,2826,292415,B
THET1,"Thermobaculum terrenum  (strain ATCC BAA-798 / YNP1)",,2010-Jul-11,2827,525904,B
LEPBJ,"Leptospira borgpetersenii  serovar Hardjo-bovis (strain JB197)",,2007-Mar-07,2827,355277,B
BIFLS,"Bifidobacterium longum  subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12)",,2012-Nov-15,2828,391904,B
ALKOO,"Alkaliphilus oremlandii  (strain OhILAs)",,2008-Feb-07,2828,350688,B
CYASC,"Cyanobacterium stanieri  (strain ATCC 29140 / PCC 7202)",,2014-Nov-05,2831,292563,B
MELRP,"Melioribacter roseus  (strain JCM 17771 / P3M-2)",,2015-Nov-26,2832,1191523,B
SYNJB,"Synechococcus sp.  (strain JA-2-3B'a(2-13))",,2014-Mar-24,2834,321332,B
NATTJ,"Natranaerobius thermophilus  (strain ATCC BAA-1301 / DSM 18059 / JW/NM-WN-LF)",,2008-Jul-13,2836,457570,B
GOTA9,"Gottschalkia acidurici  (strain ATCC 7906 / DSM 604 / BCRC 14475 / CIP 104303 / KCTC 5404 / NCIMB 10678 / 9a)",,2014-Nov-05,2838,1128398,B
FLABF,"Flavobacterium branchiophilum  (strain FL-15)",,2012-Nov-15,2848,1034807,B
SULIN,"Sulfolobus islandicus  (strain Y.N.15.51 / Yellowstone #2)",,2009-Jul-23,2850,419942,A
LISMO,"Listeria monocytogenes  serovar 1/2a (strain ATCC BAA-679 / EGD-e)",,2010-Mar-21,2850,169963,B
GALCS,"Gallionella capsiferriformans  (strain ES-2)",,2014-Nov-05,2852,395494,B
NATM8,"Natronomonas moolapensis  (strain DSM 18674 / CECT 7526 / JCM 14361 / 8.8.11)",,2014-Oct-26,2852,268739,A
MAHA5,"Mahella australiensis  (strain DSM 15567 / CIP 107919 / 50-1 BON)",,2014-Oct-02,2857,697281,B
THERP,"Thermomicrobium roseum  (strain ATCC 27502 / DSM 5159 / P-2)",,2009-May-15,2858,309801,B
ILYPC,"Ilyobacter polytropus  (strain ATCC 51220 / DSM 2926 / LMG 16218 / CuHBu1)",,2012-Nov-29,2859,572544,B
DESAR,"Desulfobacca acetoxidans  (strain ATCC 700848 / DSM 11109 / ASRB2)",,2013-Jan-10,2859,880072,B
RHOM4,"Rhodothermus marinus  (strain ATCC 43812 / DSM 4252 / R-10)",,2015-Mar-08,2861,518766,B
ALKEH,"Alkalilimnicola ehrlichii  (strain ATCC BAA-1101 / DSM 17681 / MLHE-1)",,2014-Jun-18,2862,187272,B
LEPBL,"Leptospira borgpetersenii  serovar Hardjo-bovis (strain L550)",,2007-Mar-07,2871,355276,B
BRAIP,"Brachyspira intermedia  (strain ATCC 51140 / PWS/A)",,2012-Apr-01,2872,1045858,B
CLOP1,"Clostridium perfringens  (strain ATCC 13124 / DSM 756 / JCM 1290 / NCIMB 6125 / NCTC 8237 / Type A)",,2006-Oct-17,2873,195103,B
SULIY,"Sulfolobus islandicus  (strain Y.G.57.14 / Yellowstone #1)",,2009-Jul-23,2877,439386,A
LACRG,"Lactobacillus rhamnosus  (strain ATCC 53103 / GG)",,2010-Jun-14,2877,568703,B
PELTS,"Pelotomaculum thermopropionicum  (strain DSM 13744 / JCM 10971 / SI)",,2008-Mar-24,2878,370438,B
NITWC,"Nitrosococcus watsoni  (strain C-113)",,2012-Nov-13,2880,105559,B
ISOV2,"Isoptericola variabilis  (strain 225)",,2017-Nov-07,2881,743718,B
SYNS3,"Synechococcus sp.  (strain CC9311)",,2006-Nov-21,2881,64471,B
HUNT1,"Hungateiclostridium thermocellum  (strain DSM 1313 / LMG 6656 / LQ8)",,2011-May-30,2881,637887,B
SYNPV,"Synechococcus sp.  (strain WH7805)",,2020-Jan-26,2883,59931,B
ACEP3,"Acetobacter pasteurianus  (strain NBRC 3283 / LMG 1513 / CCTM 1153)",,2009-Dec-16,2885,634452,B
STAA8,"Staphylococcus aureus  (strain NCTC 8325 / PS 47)",,2006-Aug-16,2887,93061,B
PROMM,"Prochlorococcus marinus  (strain MIT 9313)",,2014-Mar-24,2894,74547,B
DENA2,"Denitrovibrio acetiphilus  (strain DSM 12809 / N2460)",,2014-Oct-02,2901,522772,B
THEPJ,"Thermincola potens  (strain JR)",,2015-Jun-16,2905,635013,B
METGS,"Methylovorus glucosetrophus  (strain SIP3-4)",,2014-Jun-18,2906,582744,B
SULID,"Sulfolobus islandicus  (strain L.D.8.5 / Lassen #2)",,2010-Jun-10,2908,425944,A
LEGSP,"Legionella spiritensis",,2021-Jul-08,2909,452,B
HELMI,"Heliobacterium modesticaldum  (strain ATCC 51547 / Ice1)",,2008-Jul-13,2918,498761,B
LISML,"Listeria monocytogenes  serotype 4a (strain L99)",,2011-Apr-10,2923,563174,B
TRURR,"Truepera radiovictrix  (strain DSM 17093 / CIP 108686 / LMG 22925 / RQ-24)",,2013-Jan-10,2924,649638,B
METCA,"Methylococcus capsulatus  (strain ATCC 33009 / NCIMB 11132 / Bath)",,2010-Mar-21,2925,243233,B
SACS2,"Saccharolobus solfataricus  (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2)",,2009-Sep-14,2928,273057,A
PSEPQ,"Pseudopropionibacterium propionicum  (strain F0230a)",,2013-Oct-03,2931,767029,B
BACC6,"Bacillus coagulans  (strain 2-6)",,2015-Mar-17,2939,941639,B
COREF,"Corynebacterium efficiens  (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)",,2014-Mar-24,2943,196164,B
LACPJ,"Lactobacillus plantarum  (strain JDM1)",,2009-Dec-15,2947,644042,B
LACRL,"Lactobacillus rhamnosus  (strain Lc 705)",,2010-Sep-29,2952,568704,B
LACS5,"Lacinutrix sp.  (strain 5H-3-7-4)",,2013-Oct-03,2958,983544,B
LISM2,"Listeria monocytogenes  serotype 1/2a (strain 08-5923)",,2010-Jun-14,2961,637381,B
NITG3,"Nitrospina gracilis  (strain 3/211)",,2019-Jan-06,2962,1266370,B
CORVD,"Corynebacterium variabile  (strain DSM 44702 / CIP 107183 / JCM 12073 / NCIMB 30131)",,2014-Nov-05,2967,858619,B
LISMH,"Listeria monocytogenes  serotype 4a (strain HCC23)",,2009-May-26,2971,552536,B
LISMM,"Listeria monocytogenes  serotype 4a (strain M7)",,2015-Jun-17,2974,1030009,B
HALWC,"Haloquadratum walsbyi  (strain DSM 16854 / JCM 12705 / C23)",,2012-Apr-01,2974,768065,A
TANFA,"Tannerella forsythia  (strain ATCC 43037 / JCM 10827 / FDC 338)",,2013-Dec-17,2975,203275,B
NITWN,"Nitrobacter winogradskyi  (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255)",,2014-Mar-24,2976,323098,B
SIDLE,"Sideroxydans lithotrophicus  (strain ES-1)",,2014-Mar-02,2977,580332,B
DOKS4,"Dokdonia sp.  (strain 4H-3-7-5)",,2014-Mar-04,2978,983548,B
PROM3,"Prochlorococcus marinus  (strain MIT 9303)",,2007-May-03,2983,59922,B
CORGK,"Corynebacterium glutamicum  (strain ATCC 13032 / K051)",,2013-Dec-17,2983,1204414,B
BRUA1,"Brucella abortus  (strain S19)",,2008-Oct-12,2989,430066,B
LEGPL,"Legionella pneumophila  (strain Lens)",,2014-Mar-24,2990,297245,B
NITOC,"Nitrosococcus oceani  (strain ATCC 19707 / BCRC 17464 / NCIMB 11848 / C-107)",,2014-Mar-24,2992,323261,B
METPS,"Methanocella paludicola  (strain DSM 17711 / JCM 13418 / NBRC 101707 / SANAE)",,2010-Jun-10,2992,304371,A
MEIRD,"Meiothermus ruber  (strain ATCC 35948 / DSM 1279 / VKM B-1258 / 21)",,2010-Jul-11,2993,504728,B
HALUD,"Halorhabdus utahensis  (strain DSM 12940 / JCM 11049 / AX-2)",,2009-Nov-22,2998,519442,A
MEISD,"Meiothermus silvanus  (strain ATCC 700542 / DSM 9946 / VI-R2)",,2012-Jan-02,2999,526227,B
ERYLH,"Erythrobacter litoralis  (strain HTCC2594)",,2007-Mar-07,2999,314225,B
LACCB,"Lactobacillus casei  (strain BL23)",,2008-Oct-12,2999,543734,B
SEGRD,"Segniliparus rotundus  (strain ATCC BAA-972 / CDC 1076 / CIP 108378 / DSM 44985 / JCM 13578)",,2012-Jan-19,3000,640132,B
EXIS2,"Exiguobacterium sibiricum  (strain DSM 17290 / CIP 109462 / JCM 13490 / 255-15)",,2008-Jul-13,3005,262543,B
SPHGB,"Sphaerochaeta globosa  (strain ATCC BAA-1886 / DSM 22777 / Buddy)",,2014-Mar-04,3007,158189,B
ENTF6,"Enterococcus faecalis  (strain 62)",,2013-Dec-19,3008,936153,B
METNJ,"Methylophaga nitratireducenticrescens",,2014-Mar-04,3009,754476,B
TATMI,"Tatlockia micdadei",,2016-Aug-13,3011,451,B
PALPW,"Paludibacter propionicigenes  (strain DSM 17365 / JCM 13257 / WB4)",,2012-Nov-15,3020,694427,B
EXISA,"Exiguobacterium sp.  (strain ATCC BAA-1283 / AT1b)",,2009-Dec-15,3020,360911,B
LACPS,"Lactobacillus plantarum  (strain ST-III)",,2012-Dec-17,3027,889932,B
LISIN,"Listeria innocua  serovar 6a (strain ATCC BAA-680 / CLIP 11262)",,2010-Mar-21,3032,272626,B
GEOSW,"Geobacillus sp.  (strain WCH70)",,2009-Nov-01,3048,471223,B
KETVW,"Ketogulonicigenium vulgare  (strain WSH-001)",,2015-Jun-17,3049,759362,B
CHLTF,"Chloracidobacterium thermophilum  (strain B)",,2012-Dec-17,3052,981222,B
ALIFI,"Alistipes finegoldii  (strain DSM 17242 / JCM 16770 / AHN 2437 / CCUG 46020 / CIP 107999)",,2015-Feb-24,3053,679935,B
EGGLE,"Eggerthella lenta  (strain ATCC 25559 / DSM 2243 / JCM 9979 / NCTC 11813 / VPI 0255)",,2014-Jan-25,3054,479437,B
ACICS,"Acidithiobacillus caldus  (strain SM-1)",,2015-Apr-07,3057,990288,B
ALIAD,"Alicyclobacillus acidocaldarius  subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / JCM 5260 / NBRC 15652 / NCIMB 11725 / NRRL B-14509 / 104-1A)",,2010-Jan-18,3059,521098,B
MARMM,"Maricaulis maris  (strain MCS10)",,2006-Nov-21,3060,394221,B
BRAFD,"Brachybacterium faecium  (strain ATCC 43885 / DSM 4810 / NCIB 9860)",,2009-Dec-15,3062,446465,B
PSEUU,"Pseudoxanthomonas suwonensis  (strain 11-1)",,2011-May-26,3068,743721,B
METAR,"Methanocella arvoryzae  (strain DSM 22066 / NBRC 105507 / MRE50)",,2007-Mar-07,3069,351160,A
BRUAB,"Brucella abortus biovar 1  (strain 9-941)",,2014-Mar-24,3075,262698,B
CORGB,"Corynebacterium glutamicum  (strain R)",,2007-Jul-08,3076,340322,B
DEIRA,"Deinococcus radiodurans  (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)",,2009-Sep-16,3084,243230,B
DESVV,"Desulfovibrio vulgaris  subsp. vulgaris (strain DP4)",,2007-May-03,3084,391774,B
FIBSS,"Fibrobacter succinogenes  (strain ATCC 19169 / S85)",,2010-Jan-18,3084,59374,B
LACPL,"Lactobacillus plantarum  (strain ATCC BAA-793 / NCIMB 8826 / WCFS1)",,2010-Mar-21,3090,220668,B
CORGL,"Corynebacterium glutamicum  (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)",,2009-Dec-13,3092,196627,B
METHJ,"Methanospirillum hungatei JF-1  (strain ATCC 27890 / DSM 864 / NBRC 100397 / JF-1)",,2014-Mar-24,3095,323259,A
CHRP1,"Chryseobacterium sp.  (strain P1-3)",,2021-Jul-08,3097,1517683,B
FRAAD,"Frateuria aurantia  (strain ATCC 33424 / DSM 6220 / KCTC 2777 / LMG 1558 / NBRC 3245 / NCIMB 13370)",,2013-May-28,3098,767434,B
HALRX,"Halovivax ruber  (strain DSM 18193 / JCM 13892 / XH-70)",,2013-Dec-17,3099,797302,A
HUNT2,"Hungateiclostridium thermocellum  (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372)",,2007-May-03,3102,203119,B
SYNGF,"Syntrophobotulus glycolicus  (strain DSM 8271 / FlGlyR)",,2013-Jan-10,3104,645991,B
CLAM3,"Clavibacter michiganensis  subsp. michiganensis (strain NCPPB 382)",,2007-Oct-02,3107,443906,B
KOMMN,"Komagataeibacter medellinensis  (strain NBRC 3288 / BCRC 11682 / LMG 1693 / Kondo 51)",,2014-Mar-04,3107,634177,B
THEFY,"Thermobifida fusca  (strain YX)",,2014-Mar-24,3108,269800,B
CORAD,"Coraliomargarita akajimensis  (strain DSM 45221 / IAM 15411 / JCM 23193 / KCTC 12865 / 04OKA010-24)",,2011-Oct-02,3109,583355,B
ENTFD,"Enterococcus faecium  (strain ATCC BAA-472 / TX0016 / DO)",,2020-Jan-26,3114,333849,B
LACCC,"Lactobacillus casei  (strain LC2W)",,2014-Nov-05,3116,999378,B
ACIF2,"Acidithiobacillus ferrooxidans  (strain ATCC 23270 / DSM 14882 / CIP 104768 / NCIMB 8455)",,2009-May-26,3119,243159,B
ANATU,"Anaerolinea thermophila  (strain DSM 14523 / JCM 11388 / NBRC 100420 / UNI-1)",,2015-Feb-24,3120,926569,B
BRUMB,"Brucella melitensis  biotype 2 (strain ATCC 23457)",,2010-Jan-18,3120,546272,B
RUBXD,"Rubrobacter xylanophilus  (strain DSM 9941 / NBRC 16129 / PRD-1)",,2006-Sep-25,3121,266117,B
ARCNC,"Arcobacter nitrofigilis  (strain ATCC 33309 / DSM 7299 / LMG 7604 / NCTC 12251 / CI)",,2013-Oct-03,3125,572480,B
TOLAT,"Tolumonas auensis  (strain DSM 9187 / TA4)",,2012-Nov-15,3126,595494,B
AEQSU,"Aequorivita sublithincola  (strain DSM 14238 / LMG 21431 / ACAM 643 / 9-3)",,2013-Dec-17,3134,746697,B
THIK1,"Thiomonas intermedia  (strain K12)",,2015-Jun-16,3134,75379,B
KYRT2,"Kyrpidia tusciae  (strain DSM 2912 / NBRC 15312 / T2)",,2013-Dec-17,3135,562970,B
SYNAS,"Syntrophus aciditrophicus  (strain SB)",,2006-May-31,3138,56780,B
PSEUP,"Pseudoxanthomonas spadix  (strain BD-a59)",,2014-Nov-05,3147,1045855,B
SPHPG,"Sphaerochaeta pleomorpha  (strain ATCC BAA-1885 / DSM 22778 / Grapes)",,2013-Jan-10,3150,158190,B
CELGA,"Cellulomonas gilvus  (strain ATCC 13127 / NRRL B-14078)",,2012-Nov-29,3152,593907,B
BACSE,"Bacteroides stercoris",,2019-Jan-06,3156,46506,B
LACCD,"Lactobacillus casei  (strain BD-II)",,2013-Oct-03,3163,998820,B
ALIAT,"Alicyclobacillus acidocaldarius  (strain Tc-4-1)",,2015-Apr-07,3165,1048834,B
CLAMS,"Clavibacter michiganensis  subsp. sepedonicus (strain ATCC 33113 / DSM 20744 / JCM 9667 / LMG 2889 / C-1)",,2008-May-07,3166,31964,B
HALMD,"Halomicrobium mukohataei  (strain ATCC 700874 / DSM 12286 / JCM 9738 / NCIMB 13541)",,2009-Nov-22,3168,485914,A
IGNAJ,"Ignavibacterium album  (strain DSM 19864 / JCM 16511 / NBRC 101810 / Mat9-16)",,2012-Dec-17,3169,945713,B
DESVM,"Desulfovibrio vulgaris  (strain Miyazaki F / DSM 19637)",,2010-Feb-12,3178,883,B
SYNP2,"Synechococcus sp.  (strain ATCC 27264 / PCC 7002 / PR-6)",,2008-Jul-13,3179,32049,B
BRUME,"Brucella melitensis  biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)",,2007-Sep-25,3179,224914,B
SPHAL,"Sphingopyxis alaskensis  (strain DSM 13593 / LMG 18877 / RB2256)",,2006-Sep-25,3181,317655,B
LEGP2,"Legionella pneumophila  serogroup 1 (strain 2300/99 Alcoy)",,2014-Nov-05,3183,423212,B
HIRBI,"Hirschia baltica  (strain ATCC 49814 / DSM 5838 / IFAM 1418)",,2009-Nov-22,3187,582402,B
XANAP,"Xanthomonas albilineans  (strain GPE PC73 / CFBP 7063)",,2014-Nov-05,3189,380358,B
OCESG,"Oceanimonas sp.  (strain GK1)",,2012-Nov-15,3189,511062,B
LEGPC,"Legionella pneumophila  (strain Corby)",,2007-Oct-02,3204,400673,B
LEGPA,"Legionella pneumophila  (strain Paris)",,2014-Mar-24,3204,297246,B
LARHH,"Laribacter hongkongensis  (strain HLHK9)",,2009-Jul-26,3206,557598,B
KETVY,"Ketogulonicigenium vulgare  (strain Y25)",,2012-Dec-17,3209,880591,B
ROBBH,"Robiginitalea biformata  (strain ATCC BAA-864 / HTCC2501 / KCTC 12146)",,2015-Mar-08,3211,313596,B
ALLVD,"Allochromatium vinosum  (strain ATCC 17899 / DSM 180 / NBRC 103801 / NCIMB 10441 / D)",,2015-Nov-26,3211,572477,B
TRAHO,"Trachipleistophora hominis","Microsporidian parasite",2020-Nov-16,3212,72359,E
BRUSI,"Brucella suis  (strain ATCC 23445 / NCTC 10510)",,2008-Apr-09,3213,470137,B
DESVR,"Desulfovibrio vulgaris  (strain RCH1)",,2011-Apr-10,3214,573059,B
DESRM,"Desulfotomaculum reducens  (strain MI-1)",,2008-Feb-26,3214,349161,B
BACIE,"Bacillus selenitireducens  (strain ATCC 700615 / DSM 15326 / MLS10)",,2012-Dec-17,3231,439292,B
BRUC2,"Brucella canis  (strain ATCC 23365 / NCTC 10854)",,2008-May-07,3235,483179,B
DESPS,"Desulfotalea psychrophila  (strain LSv54 / DSM 12343)",,2010-Mar-21,3236,177439,B
ENTFA,"Enterococcus faecalis  (strain ATCC 700802 / V583)",,2009-Sep-16,3239,226185,B
BACT6,"Bacteroides helcogenes  (strain ATCC 35417 / DSM 20613 / JCM 6297 / P 36-108)",,2012-Dec-17,3240,693979,B
SALRM,"Salinibacter ruber  (strain M8)",,2015-Feb-24,3246,761659,B
HALMS,"Halobacteriovorax marinus  (strain ATCC BAA-682 / DSM 15412 / SJ)",,2012-Jan-19,3248,862908,B
EDWTF,"Edwardsiella tarda  (strain FL6-60)",,2011-Mar-21,3251,718251,B
CLOBA,"Clostridium botulinum  (strain Alaska E43 / Type E3)",,2008-Sep-09,3253,508767,B
DESOH,"Desulfococcus oleovorans  (strain DSM 6200 / Hxd3)",,2008-Sep-09,3255,96561,B
