EC,TT,%Match,MatchLen,NumMisMat,GapOpen,QueryStart,QueryEnd,DB_SeqStart,DB_SeqEnd,E-Val,BitScore
P0A9W3,Q56242,51.61,31,15,0,18,48,10,40,0.005,35.8
P45758,Q5SII6,40.85,71,42,0,526,596,681,751,3.00E-12,66.8
P45758,Q5SII6,33.33,57,38,0,313,369,499,555,8.00E-04,38.7
P45759,Q5SLC9,50.88,285,140,0,110,394,509,793,4.00E-97,348
P45759,Q5SLC9,38.3,47,29,0,413,459,814,860,1.00E-06,47.5
P45759,Q5SLC8,53.13,64,30,0,299,362,188,251,4.00E-17,82.4
P45759,Q5SLC8,47.22,36,19,0,232,267,117,152,1.00E-06,48
P45759,Q5SHF6,59.32,59,24,0,299,357,194,252,6.00E-17,82
P45759,Q5SHF6,54.05,37,17,0,231,267,122,158,3.00E-07,49.8
P45759,Q53VZ4,44.12,34,19,0,241,274,43,76,0.007,35.1
P45759,Q5SIS6,65.22,23,8,0,244,266,27,49,0.007,35.1
P11454,Q5SIB1,29.75,121,85,0,449,569,20,140,5.00E-13,70.3
P11454,Q5SIB1,29.31,58,41,0,706,763,316,373,0.007,36.6
P11454,Q5SIB1,30.43,46,32,0,775,820,379,424,0.01,36.1
P11454,Q5SIE4,32.74,113,76,0,457,569,22,134,9.00E-12,66.1
P11454,Q5SIE4,29.31,58,41,0,706,763,305,362,0.007,36.6
P11454,Q5SIE4,30.43,46,32,0,775,820,368,413,0.01,36.1
P11454,Q5SIW5,40,80,48,0,481,560,344,423,2.00E-10,62
P11454,Q5SIW5,33.33,51,34,0,835,885,698,748,7.00E-04,39.8
P11454,Q5SIW5,40,35,21,0,596,630,478,512,0.003,38
P11454,Q5SIS9,38.1,84,52,0,482,565,106,189,1.00E-09,59.2
P11454,Q5SIS9,30.16,63,44,0,822,884,466,528,0.001,38.9
P11454,Q5SIW6,30.77,91,63,0,480,570,111,201,1.00E-07,52.3
P11454,Q5SIW6,34.92,63,41,0,823,885,486,548,1.00E-04,42.1
P11454,Q5SIW4,35.29,51,33,0,835,885,490,540,1.00E-04,42.6
P11454,Q5SIW4,32.91,79,53,0,482,560,109,187,1.00E-04,42.1
P11454,Q5SIW4,46.43,28,15,0,587,614,242,269,0.004,37.5
P11454,Q5SKN9,33.33,54,36,0,836,889,414,467,3.00E-04,41.2
P11454,Q53WH5,31.48,54,37,0,836,889,187,240,0.004,37.5
P11454,Q5SJP2,45.16,31,17,0,853,883,327,357,0.01,36.1
P24077,Q5SMB5,40.38,52,31,0,181,232,95,146,2.00E-06,47
P24077,Q5SHY3,29.79,94,66,0,133,226,120,213,6.00E-06,45.1
P24077,Q5SLU0,33.87,62,41,0,53,114,240,301,3.00E-05,42.8
P24077,Q5SMA8,25,80,60,0,313,392,274,353,1.00E-04,40.9
P24077,Q5SIQ4,28.38,74,53,0,17,90,10,83,2.00E-04,40.4
P24077,Q5SMA6,31.94,72,49,0,302,373,274,345,8.00E-04,38.1
P0AC88,Q5SKQ2,40.98,61,36,0,64,124,51,111,8.00E-08,51.1
P0AER3,Q5SJ44,31.3,131,90,0,111,241,130,260,1.00E-24,106
P0AER3,Q5SJ44,27.69,65,47,0,28,92,52,116,9.00E-05,40.2
P0AER3,Q5SLN2,26.58,79,58,0,112,190,146,224,0.001,36.9
P0A9Z1,Q5SM86,45.54,112,61,0,1,112,1,112,1.00E-29,121
P0AES6,Q5SHZ4,47.67,300,157,0,182,481,180,479,1.00E-86,314
P0AES6,Q5SHZ4,53.73,134,62,0,35,168,32,165,1.00E-43,171
P0AES6,Q5SHZ4,64.47,76,27,0,477,552,478,553,2.00E-29,123
P0AES6,Q5SHZ4,48.89,90,46,0,707,796,538,627,2.00E-22,100
P0AES6,Q5SHZ4,70.37,27,8,0,4,30,2,28,1.00E-06,48.5
P24218,Q5SJI1,52.63,38,18,0,305,342,319,356,6.00E-07,48.4
P24218,Q5SJN4,33.33,57,38,0,311,367,257,313,3.00E-06,46.1
P21866,Q5SI72,49.57,115,58,0,4,118,9,123,4.00E-30,124
P21866,Q5SI72,30.43,69,48,0,113,181,116,184,2.00E-07,48.9
P21866,Q5SIK7,42.74,117,67,0,1,117,1,117,5.00E-27,114
P21866,Q5SIK7,37.29,59,37,0,147,205,143,201,2.00E-08,52.2
P21866,Q5SMC3,37.89,95,59,0,130,224,127,221,3.00E-17,81.5
P21866,Q5SMC3,47.83,46,24,0,73,118,74,119,2.00E-10,58.7
P21866,Q5SMC3,30.77,78,54,0,1,78,1,78,1.00E-08,53.1
P21866,Q5SHY7,43.06,72,41,0,47,118,44,115,2.00E-15,75.9
P21866,Q5SHY7,39.47,38,23,0,145,182,139,176,0.002,35.9
P21866,Q5SLZ8,43.06,72,41,0,152,223,148,219,1.00E-13,69.4
P21866,Q5SLZ8,48.98,49,25,0,70,118,70,118,7.00E-11,60.5
P21866,Q5SLZ8,57.14,35,15,0,1,35,1,35,5.00E-06,44.3
P21866,Q5SHK8,38.89,72,44,0,152,223,146,217,1.00E-12,66.6
P21866,Q5SHK8,45.65,46,25,0,73,118,71,116,2.00E-10,58.7
P21866,Q5SJK6,49.02,51,26,0,74,124,97,147,1.00E-10,59.6
P21866,Q5SJK6,35.19,54,35,0,129,182,150,203,2.00E-04,39.1
P21866,Q5SJK6,32.14,56,38,0,4,59,24,79,0.002,35.9
P21866,Q5SJ72,40.35,57,34,0,47,103,46,102,2.00E-08,52.2
P21866,Q5SK38,50,42,21,0,72,113,73,114,6.00E-08,50.8
P21866,Q5SK38,34.62,78,51,0,1,78,1,78,2.00E-07,48.9
P21866,Q5SJL3,36.96,46,29,0,73,118,75,120,5.00E-07,47.5
P21866,Q5SJL3,38.46,65,40,0,4,68,5,69,1.00E-06,46.1
P21866,Q5SJH8,33.33,57,38,0,28,84,28,84,2.00E-05,42.4
P21866,Q5SJH8,40.38,52,31,0,75,126,76,127,2.00E-04,38.7
P21866,Q53VZ6,63.16,19,7,0,46,64,53,71,0.002,35.4
P21866,Q5SIL7,36.59,41,26,0,22,62,24,64,0.003,34.9
P37769,Q53W82,39.22,102,62,0,151,252,137,238,6.00E-24,103
P37769,Q53W82,35.29,68,44,0,70,137,55,122,8.00E-08,50.4
P37769,Q5SL78,37.04,81,51,0,119,199,113,193,3.00E-14,71.6
P37769,Q5SL78,33.82,68,45,0,62,129,57,124,1.00E-08,53.2
P37769,Q5SL78,38,50,31,0,200,249,192,241,1.00E-07,49.9
P37769,Q53W85,30.43,92,64,0,158,249,140,231,7.00E-11,60.6
P37769,Q53W85,41.82,55,32,0,86,140,69,123,6.00E-09,54.1
P37769,Q5SKF2,41.79,67,39,0,133,199,123,189,3.00E-09,55
P37769,Q5SLC4,38.24,68,42,0,126,193,117,184,9.00E-09,53.6
P37769,Q5SLC4,29.03,62,44,0,76,137,68,129,4.00E-05,41.6
P37769,Q5SLC4,36.11,36,23,0,217,252,212,247,0.004,34.7
P37769,Q5SL32,26.67,90,66,0,48,137,42,131,9.00E-09,53.6
P37769,Q5SKF0,39.29,56,34,0,138,193,126,181,2.00E-08,52.7
P37769,Q53WH6,56.76,37,16,0,213,249,213,249,2.00E-08,52.7
P37769,Q53WH6,42.86,42,24,0,158,199,160,201,1.00E-07,49.9
P37769,Q53WH6,28.57,84,60,0,54,137,53,136,5.00E-06,44.4
P37769,Q53WH6,48.65,37,19,0,1,37,1,37,1.00E-04,40.3
P37769,Q5SK98,41.18,51,30,0,149,199,139,189,2.00E-08,52.7
P37769,Q5SK98,25.4,63,47,0,79,141,71,133,7.00E-04,37.5
P37769,Q5SK98,38.89,36,22,0,214,249,202,237,0.003,35.2
P37769,Q5SM10,22.22,90,70,0,46,135,48,137,1.00E-05,43
P37769,Q5SM10,35.29,34,22,0,8,41,8,41,0.002,35.6
P37769,Q53WH2,36.73,49,31,0,151,199,142,190,5.00E-05,41.2
P37769,Q53WH2,22.5,80,62,0,50,129,45,124,3.00E-04,38.4
P37769,Q53WH2,41.67,36,21,0,214,249,203,238,7.00E-04,37.5
P37769,Q5SKI3,45.71,35,19,0,8,42,3,37,7.00E-05,40.7
P37769,Q5SK86,29.09,55,39,0,83,137,76,130,0.002,36.1
P60546,Q5SI18,45.03,171,94,0,36,206,35,205,7.00E-45,173
Q46938,P09403,50,26,13,0,42,67,209,234,0.002,35.7
P0A715,Q5SK52,35.94,64,41,0,76,139,146,209,1.00E-08,53.7
P0A715,Q5SK52,47.5,40,21,0,216,255,276,315,4.00E-06,44.9
P0A715,Q5SLA5,36.36,55,35,0,214,268,295,349,2.00E-07,49
P0A715,Q5SLA5,23.44,64,49,0,76,139,167,230,0.001,36.6
P45522,Q5SIA2,32.99,97,65,0,1,97,1,97,3.00E-11,63.1
P45522,Q5SIA2,32.53,83,56,0,222,304,220,302,1.00E-09,58
P45522,Q5SK30,31.51,73,50,0,94,166,73,145,4.00E-06,46.2
P45522,Q5SK30,31.08,74,51,0,403,476,367,440,2.00E-05,44.3
P45522,Q5SK30,31.43,70,48,0,211,280,175,244,4.00E-04,39.6
P45522,Q5SI98,37.74,53,33,0,227,279,210,262,8.00E-06,45.2
P75799,Q5SIN1,52.68,224,106,0,77,300,114,337,2.00E-81,295
P75799,Q5SIN1,36.36,33,21,0,31,63,5,37,0.006,34.7
P75799,Q5SHU8,45.52,134,73,0,167,300,259,392,2.00E-39,156
P75799,Q5SHU8,50,54,27,0,78,131,69,122,1.00E-13,69.9
P75799,Q5SHU8,53.66,41,19,0,24,64,11,51,3.00E-11,62.3
P75799,Q5SL22,42.17,83,48,0,180,262,322,404,4.00E-20,91.8
P75799,Q5SL22,48.94,47,24,0,85,131,145,191,3.00E-12,65.6
P75799,Q5SL22,50,28,14,0,273,300,418,445,5.00E-06,44.7
P75799,Q5SL22,31.15,61,42,0,31,91,16,76,5.00E-05,41.4
P75799,Q5SL23,28.57,56,40,0,168,223,203,258,1.00E-04,39.9
P75799,Q5SIN2,23.19,69,53,0,169,237,178,246,2.00E-04,39.5
P0AB71,Q5SHF7,36.36,55,35,0,139,193,96,150,4.00E-05,42.1
P32721,Q5SJB5,37.69,130,81,0,117,246,112,241,6.00E-27,115
P32721,Q5SJB5,32.28,127,86,0,373,499,359,485,1.00E-18,87.4
P32721,Q5SJB5,40.43,94,56,0,11,104,10,103,3.00E-17,82.7
P32721,Q5SJB5,26.8,97,71,0,403,499,134,230,1.00E-09,57.4
P32721,Q5SJB5,35.48,62,40,0,282,343,23,84,5.00E-09,55.5
P32721,Q5SJB5,45.71,35,19,0,278,312,267,301,4.00E-05,42.6
P32721,Q5SIR0,42.48,113,65,0,135,247,125,237,5.00E-23,102
P32721,Q5SIR0,41.18,102,60,0,6,107,2,103,4.00E-18,86
P32721,Q5SIR0,39.74,78,47,0,410,487,389,466,8.00E-15,74.9
P32721,Q5SIR0,33.77,77,51,0,410,486,136,212,1.00E-08,54.6
P32721,Q5SIR0,34.38,64,42,0,282,345,20,83,1.00E-05,44.4
P32721,Q5SIR0,50,34,17,0,279,312,265,298,8.00E-05,41.7
P32721,Q5SIN4,35.29,102,66,0,6,107,4,105,7.00E-18,85.1
P32721,Q5SIN4,27.27,99,72,0,141,239,132,230,6.00E-10,58.7
P32721,Q5SIN4,29.49,78,55,0,410,487,137,214,3.00E-07,49.5
P32721,Q5SIN4,30,70,49,0,279,348,19,88,2.00E-05,44
P32721,Q5SL46,33.66,101,67,0,6,106,4,104,9.00E-17,81.4
P32721,Q5SL46,28.87,97,69,0,143,239,149,245,9.00E-12,64.7
P32721,Q5SL46,35,60,39,0,282,341,22,81,1.00E-07,50.9
P32721,Q5SKQ6,38.3,94,58,0,14,107,13,106,1.00E-16,80.9
P32721,Q5SKQ6,32.81,64,43,0,277,340,18,81,9.00E-07,48.1
P32721,Q5SKE9,35.35,99,64,0,6,104,3,101,6.00E-15,75.4
P32721,Q5SKE9,24.47,94,71,0,146,239,135,228,2.00E-07,50.4
P32721,Q5SKE9,29.49,78,55,0,410,487,135,212,3.00E-07,49.5
P32721,Q5SKE9,29.85,67,47,0,282,348,21,87,1.00E-06,47.7
P32721,Q5SL54,39.13,92,56,0,10,101,9,100,6.00E-15,75.4
P32721,Q5SL54,27.14,70,51,0,276,345,17,86,2.00E-05,43.5
P32721,Q5SL54,35.42,48,31,0,410,457,138,185,1.00E-04,41.2
P32721,Q5SL54,25.3,83,62,0,120,202,112,194,0.001,38
P32721,Q5SHV0,45.76,59,32,0,4,62,5,63,7.00E-14,71.7
P32721,Q5SHV0,36.17,47,30,0,409,455,131,177,8.00E-06,44.9
P32721,Q5SHV0,33.33,57,38,0,120,176,106,162,1.00E-04,40.7
P32721,Q5SHV0,31.48,54,37,0,279,332,22,75,2.00E-04,40.3
P32721,Q5SIB5,30.43,115,80,0,120,234,109,223,1.00E-13,70.7
P32721,Q5SIB5,33.33,84,56,0,404,487,129,212,4.00E-11,62.4
P32721,Q5SIB5,35.53,76,49,0,6,81,4,79,6.00E-11,62
P32721,Q5SIB5,39.58,48,29,0,279,326,19,66,6.00E-05,42.1
P32721,Q5SH42,31.68,101,69,0,121,221,107,207,1.00E-13,70.7
P32721,Q5SH42,43.64,55,31,0,6,60,4,58,1.00E-11,64.3
P32721,Q5SH42,27.38,84,61,0,404,487,126,209,5.00E-09,55.5
P32721,Q5SH42,34.62,52,34,0,276,327,16,67,0.01,34.7
P32721,Q5SJ55,35.8,81,52,0,409,489,138,218,7.00E-13,68.4
P32721,Q5SJ55,31.07,103,71,0,125,227,118,220,2.00E-12,66.6
P32721,Q5SJ55,35.38,65,42,0,4,68,3,67,2.00E-11,63.8
P32721,Q5SKE8,26.04,96,71,0,144,239,35,130,1.00E-11,64.3
P32721,Q5SKE8,23.08,78,60,0,408,485,35,112,3.00E-04,39.8
P32721,Q5SM72,28.57,112,80,0,121,232,94,205,4.00E-11,62.4
P32721,Q5SM72,38.3,47,29,0,17,63,13,59,2.00E-06,46.7
P32721,Q5SM72,26.67,60,44,0,410,469,119,178,1.00E-05,44.4
P32721,Q5SJN3,38.03,71,44,0,6,76,4,74,2.00E-10,60.6
P32721,Q5SJN3,34.04,47,31,0,409,455,133,179,6.00E-05,42.1
P32721,Q5SJN3,30.36,56,39,0,121,176,109,164,0.001,37.5
P32721,Q5SIX4,39.06,64,39,0,1,64,18,81,3.00E-10,59.7
P32721,Q5SIX4,34.04,47,31,0,409,455,152,198,1.00E-04,41.2
P32721,Q5SIX4,30.19,53,37,0,282,334,41,93,0.001,38
P32721,Q5SJR7,48.15,54,28,0,11,64,8,61,4.00E-10,59.2
P32721,Q5SJR7,32.1,81,55,0,407,487,130,210,4.00E-09,56
P32721,Q5SJR7,34.38,64,42,0,113,176,100,163,1.00E-04,40.7
P32721,Q5SJR7,36.36,44,28,0,279,322,18,61,0.004,36.1
P32721,Q5SJP5,30.85,94,65,0,130,223,42,135,8.00E-10,58.3
P32721,Q5SJP5,30.26,76,53,0,410,485,58,133,1.00E-08,54.6
P32721,Q5SIG1,36.84,57,36,0,6,62,3,59,8.00E-10,58.3
P32721,Q5SIG1,29.63,54,38,0,279,332,18,71,1.00E-04,40.7
P32721,Q5SJK1,30.49,82,57,0,123,204,120,201,1.00E-09,57.8
P32721,Q5SJK1,33.33,60,40,0,409,468,142,201,1.00E-07,50.9
P32721,Q5SJK1,48.78,41,21,0,20,60,21,61,5.00E-07,49
P32721,Q5SH92,65.79,38,13,0,21,58,19,56,1.00E-09,57.4
P32721,Q5SIR9,30.48,105,73,0,120,224,113,217,3.00E-09,56.4
P32721,Q5SIR9,24.69,81,61,0,409,489,138,218,3.00E-05,43
P32721,Q5SIR9,39.53,43,26,0,20,62,18,60,0.001,37.5
P32721,Q53VZ4,52.27,44,21,0,21,64,34,77,3.00E-09,56.4
P32721,Q53VZ4,28.99,69,49,0,254,322,9,77,0.003,36.6
P32721,Q53VZ4,40.63,32,19,0,410,441,155,186,0.004,36.1
P32721,Q5SH06,27.91,86,62,0,402,487,125,210,3.00E-09,56.4
P32721,Q5SH06,29.87,77,54,0,6,82,2,78,2.00E-08,53.7
P32721,Q5SH06,36.84,38,24,0,139,176,126,163,0.005,35.7
P32721,Q5SKA0,48.89,45,23,0,20,64,14,58,3.00E-09,56.4
P32721,Q5SKA0,35.71,56,36,0,410,465,136,191,2.00E-06,46.7
P32721,Q5SJ09,39.58,48,29,0,13,60,35,82,7.00E-09,55
P32721,Q5SJ09,34.62,52,34,0,403,454,153,204,8.00E-05,41.7
P32721,Q5SJ09,31.25,48,33,0,277,324,41,88,0.005,35.7
P32721,Q5SL21,40,50,30,0,409,458,162,211,1.00E-08,54.6
P32721,Q53VW1,38.6,57,35,0,6,62,2,58,5.00E-08,52.3
P32721,Q53VW1,29.51,61,43,0,167,227,156,216,4.00E-04,39.3
P32721,Q53VW1,32.76,58,39,0,275,332,13,70,0.001,38
P32721,Q53VW1,32.14,56,38,0,431,486,156,211,0.003,36.6
P32721,Q5SKC8,30.86,81,56,0,409,489,115,195,9.00E-08,51.4
P32721,Q5SKC8,33.33,57,38,0,120,176,90,146,2.00E-05,43.5
P32721,Q5SL40,44.9,49,27,0,6,54,4,52,1.00E-07,50.9
P32721,Q5SL40,34.15,41,27,0,410,450,135,175,5.00E-04,38.9
P32721,Q5SKR4,31.43,70,48,0,6,75,4,73,1.00E-07,50.9
P32721,Q5SKR4,33.33,48,32,0,401,448,125,172,1.00E-04,41.2
P32721,Q5SL41,40.38,52,31,0,18,69,30,81,3.00E-07,49.5
P32721,Q5SL41,29.09,55,39,0,411,465,156,210,0.001,37.5
P32721,Q5SIN5,33.33,75,50,0,120,194,34,108,5.00E-07,49
P32721,Q5SL20,40.38,52,31,0,277,328,32,83,6.00E-07,48.6
P32721,Q5SL20,34,50,33,0,409,458,158,207,6.00E-07,48.6
P32721,Q5SL20,40,45,27,0,18,62,31,75,4.00E-05,42.6
P32721,Q5SID8,35.29,51,33,0,4,54,3,53,2.00E-06,47.2
P32721,Q5SID8,31.03,58,40,0,410,467,138,195,2.00E-05,44
P32721,Q5SID8,27.5,80,58,0,123,202,115,194,3.00E-05,43
P32721,Q5SID8,22.35,85,66,0,280,364,21,105,0.004,36.1
P32721,Q5SH96,31.25,80,55,0,120,199,116,195,2.00E-06,46.7
P32721,Q5SH96,29.82,57,40,0,408,464,140,196,2.00E-05,44
P32721,Q5SH96,34.09,44,29,0,29,72,29,72,3.00E-04,39.8
P32721,Q5SIF0,47.5,40,21,0,23,62,42,81,2.00E-06,46.7
P32721,Q5SIF0,34.78,46,30,0,409,454,154,199,8.00E-05,41.7
P32721,Q5SIF0,33.33,51,34,0,282,332,43,93,1.00E-04,40.7
P32721,Q5SKQ5,44.68,47,26,0,16,62,13,59,2.00E-06,46.7
P32721,Q5SKQ5,28.57,56,40,0,410,465,140,195,0.005,35.7
P32721,Q5SKQ5,29.63,54,38,0,141,194,135,188,0.007,35.2
P32721,Q5SIM8,31.37,51,35,0,21,71,376,426,4.00E-06,45.8
P32721,Q5SLN1,30.91,55,38,0,410,464,168,222,2.00E-04,40.3
P32721,Q5SLN1,23.53,68,52,0,2,69,21,88,7.00E-04,38.4
P32721,Q5SM29,42.42,33,19,0,21,53,396,428,0.001,37.5
P32721,Q5SM29,23.19,69,53,0,409,477,495,563,0.005,35.7
P32721,Q5SIM7,25.45,55,41,0,410,464,475,529,0.005,35.7
P32721,Q5SJP4,25,60,45,0,428,487,4,63,0.005,35.7
P32721,Q5SJP4,23.88,67,51,0,161,227,1,67,0.007,35.2
P32720,Q5SIN8,27.17,92,67,0,178,269,165,256,1.00E-06,46.9
P32720,Q5SIR1,36.92,65,41,0,180,244,197,261,9.00E-06,44
P32720,Q5SH75,32.76,58,39,0,181,238,438,495,0.001,36.9
P32720,Q5SH74,26.67,60,44,0,180,239,152,211,0.009,34.1
P32719,Q5SM37,50.79,63,31,0,27,89,31,93,1.00E-19,89.8
P32719,Q5SM37,36.63,101,64,0,97,197,100,200,3.00E-18,85.1
P32718,Q5SLJ4,42.11,57,33,0,139,195,132,188,1.00E-08,53.6
P42601,Q5SKX5,26.67,75,55,0,208,282,109,183,7.00E-07,47.8
P42601,Q5SKX5,40.63,32,19,0,106,137,35,66,0.004,35.4
P42601,Q5SJ99,29.33,75,53,0,208,282,106,180,9.00E-06,44
P37127,P03942,34.88,43,28,0,56,98,9,51,7.00E-05,42.2
P37127,Q5SHG6,41.38,29,17,0,54,82,690,718,0.002,37.6
P37127,Q53W70,43.24,37,21,0,329,365,2,38,0.006,35.7
P0AE34,Q5SJ44,32.56,129,87,0,101,229,127,255,2.00E-22,99.3
P0AE34,Q5SHV1,26.88,93,68,0,108,200,393,485,1.00E-06,46.8
P0AE34,Q5SLN2,33.33,51,34,0,105,155,146,196,0.003,35
P0A9Y6,Q5SLD4,63.64,33,12,0,28,60,25,57,3.00E-11,59.1
P0A9Y6,Q5SLD4,61.9,21,8,0,5,25,3,23,2.00E-04,36.7
P0A9Y6,Q5SLW8,48.65,37,19,0,24,60,21,57,1.00E-08,50.4
P0A9Y6,Q5SLW8,75,16,4,0,5,20,3,18,3.00E-04,36.3
P77622,Q5SL20,47.09,172,91,0,116,287,132,303,2.00E-51,195
P77622,Q5SL20,39.73,73,44,0,5,77,7,79,9.00E-15,73.9
P77622,Q5SL20,64.52,31,11,0,79,109,94,124,4.00E-07,48.4
P77622,Q5SL21,47.58,124,65,0,136,259,156,279,1.00E-35,143
P77622,Q5SL21,36.96,46,29,0,29,74,23,68,6.00E-07,47.9
P77622,Q5SL21,35.42,48,31,0,84,131,102,149,0.001,37.2
P77622,Q5SJN3,40,105,63,0,134,238,125,229,1.00E-21,96.6
P77622,Q5SJN3,43.18,44,25,0,29,72,16,59,2.00E-08,53
P77622,Q5SIX4,42.27,97,56,0,138,234,148,244,6.00E-21,94.3
P77622,Q5SIX4,34.92,63,41,0,31,93,37,99,1.00E-09,57.2
P77622,Q5SIF0,33.65,104,69,0,140,243,152,255,1.00E-18,86.9
P77622,Q5SIF0,48.65,37,19,0,35,71,43,79,4.00E-07,48.4
P77622,Q5SHV0,33.94,109,72,0,135,243,124,232,3.00E-18,85.5
P77622,Q5SHV0,36.73,49,31,0,29,77,19,67,2.00E-07,49.3
P77622,Q5SL54,36.96,92,58,0,137,228,132,223,4.00E-17,81.8
P77622,Q5SL54,33.33,48,32,0,32,79,20,67,2.00E-07,49.3
P77622,Q5SKC8,46.38,69,37,0,134,202,107,175,1.00E-15,76.7
P77622,Q5SKR4,32.04,103,70,0,136,238,127,229,1.00E-15,76.7
P77622,Q5SKR4,36.36,44,28,0,29,72,16,59,1.00E-04,40
P77622,Q5SIN5,29.59,98,69,0,137,234,54,151,2.00E-14,72.5
P77622,Q53VZ4,31.96,97,66,0,138,234,150,246,6.00E-14,71.1
P77622,Q53VZ4,37.5,40,25,0,35,74,37,76,1.00E-05,43.7
P77622,Q5SKQ6,29.21,89,63,0,146,234,151,239,6.00E-13,67.8
P77622,Q5SKQ6,32.65,49,33,0,29,77,17,65,2.00E-06,46.5
P77622,Q5SID8,39.71,68,41,0,139,206,134,201,1.00E-12,66.9
P77622,Q5SID8,36.36,44,28,0,34,77,22,65,4.00E-04,38.6
P77622,Q5SJ09,30.61,98,68,0,134,231,151,248,6.00E-12,64.6
P77622,Q5SJ09,28.81,59,42,0,19,77,30,88,5.00E-08,51.6
P77622,Q5SL41,31.68,101,69,0,134,234,146,246,1.00E-11,63.7
P77622,Q5SL41,27.66,47,34,0,29,75,30,76,3.00E-05,42.3
P77622,Q5SJK1,50.91,55,27,0,134,188,134,188,1.00E-11,63.7
P77622,Q5SJK1,45.45,44,24,0,31,74,21,64,9.00E-09,53.9
P77622,Q5SH96,41.94,62,36,0,136,197,135,196,1.00E-11,63.2
P77622,Q5SJ55,45.28,53,29,0,138,190,134,186,2.00E-11,62.7
P77622,Q5SJ55,39.22,51,31,0,193,243,188,238,6.00E-07,47.9
P77622,Q5SJ55,36.73,49,31,0,29,77,17,65,1.00E-05,43.3
P77622,Q5SKQ5,29.55,88,62,0,144,231,141,228,4.00E-11,61.8
P77622,Q5SKQ5,31.82,44,30,0,31,74,17,60,1.00E-05,43.3
P77622,Q5SKA0,40.63,64,38,0,122,185,115,178,2.00E-10,59.5
P77622,Q5SKA0,40.43,47,28,0,31,77,14,60,9.00E-09,53.9
P77622,Q5SIM7,51.11,45,22,0,144,188,476,520,3.00E-10,59
P77622,Q5SIM7,43.75,48,27,0,32,79,354,401,6.00E-07,47.9
P77622,Q5SLN1,44.44,54,30,0,144,197,169,222,3.00E-10,59
P77622,Q5SLN1,42.22,45,26,0,195,239,218,262,2.00E-08,52.5
P77622,Q5SLN1,42.86,35,20,0,31,65,39,73,0.003,35.8
P77622,Q5SL40,37.31,67,42,0,144,210,136,202,4.00E-10,58.6
P77622,Q5SL40,36.11,36,23,0,31,66,18,53,5.00E-04,38.1
P77622,Q5SIN4,34,50,33,0,28,77,15,64,5.00E-09,54.9
P77622,Q5SIN4,46.67,30,16,0,144,173,138,167,1.00E-04,40
P77622,Q5SIB5,42.86,56,32,0,134,189,126,181,2.00E-08,52.5
P77622,Q5SIB5,35.29,51,33,0,22,72,9,59,3.00E-07,48.8
P77622,Q5SIB5,22.37,76,59,0,193,268,184,259,0.001,36.8
P77622,Q5SIR0,42.86,49,28,0,29,77,14,62,2.00E-08,52.5
P77622,Q5SIR0,54.55,33,15,0,141,173,134,166,3.00E-07,48.8
P77622,Q5SJR7,36.96,46,29,0,29,74,15,60,3.00E-08,52.1
P77622,Q5SJR7,34.69,49,32,0,142,190,132,180,3.00E-04,39.1
P77622,Q5SJR7,30.95,42,29,0,190,231,179,220,0.009,34
P77622,Q5SM29,32.84,67,45,0,140,206,493,559,6.00E-08,51.1
P77622,Q5SM29,42.42,33,19,0,32,64,396,428,0.004,35.4
P77622,Q53VW1,41.3,46,27,0,32,77,17,62,9.00E-08,50.7
P77622,Q5SH06,40.38,52,31,0,134,185,124,175,2.00E-07,49.3
P77622,Q5SH06,31.91,47,32,0,31,77,16,62,1.00E-04,40.5
P77622,Q5SH42,52.63,38,18,0,137,174,126,163,2.00E-07,49.3
P77622,Q5SH42,36.59,41,26,0,32,72,19,59,3.00E-05,42.3
P77622,Q5SM72,51.35,37,18,0,138,174,114,150,2.00E-07,49.3
P77622,Q5SM72,47.22,36,19,0,37,72,22,57,5.00E-05,41.4
P77622,Q5SM72,33.33,51,34,0,193,243,168,218,4.00E-04,38.6
P77622,Q5SKE9,38.64,44,27,0,34,77,20,63,3.00E-07,48.8
P77622,Q5SKE9,35.56,45,29,0,138,182,130,174,1.00E-04,40.5
P77622,Q5SIG1,34.78,46,30,0,32,77,18,63,3.00E-07,48.8
P77622,Q5SIG1,39.62,53,32,0,142,194,114,166,3.00E-07,48.8
P77622,Q5SIR9,45.65,46,25,0,140,185,136,181,6.00E-07,47.9
P77622,Q5SIR9,38.3,47,29,0,31,77,18,64,1.00E-05,43.7
P77622,Q5SL46,30.61,49,34,0,29,77,16,64,3.00E-06,45.6
P77622,Q5SL46,40.48,42,25,0,193,234,201,242,4.00E-05,41.9
P77622,Q5SL46,27.27,44,32,0,146,189,155,198,5.00E-04,38.1
P77622,Q5SJB5,43.18,44,25,0,29,72,17,60,4.00E-06,45.1
P77622,Q5SJB5,29.51,61,43,0,115,175,368,428,1.00E-04,40
P77622,Q5SJB5,38.24,34,21,0,32,65,268,301,0.001,37.2
P77622,Q5SIM8,30.43,46,32,0,26,71,370,415,1.00E-04,40
P77622,Q5SH92,39.39,33,20,0,32,64,19,51,5.00E-04,38.1
P77622,Q5SH92,45.95,37,20,0,139,175,140,176,0.001,37.2
P77622,Q5SJP5,33.33,45,30,0,144,188,59,103,0.001,37.2
P77622,Q56242,50,30,15,0,30,59,12,41,0.002,36.3
P77622,Q56242,39.47,38,23,0,21,58,615,652,0.007,34.4
